"CA1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,,,
Population (number of persons) 1/,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",191693,194442,197813,202328,206605,211576,216943,221887,225913,229226,232758,237753,243263,247936,251889,255729
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",316897,316678,316545,316831,317221,317778,318668,319966,319189,318979,319169,318662,318820,319433,319799,320740
43900,"Spartanburg, SC (Metropolitan Statistical Area)",286282,288166,289742,291107,293722,298146,303275,308845,312435,313681,314761,316643,318753,321389,324863,329136
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",474933,479375,483328,488534,494408,502564,512037,518646,524826,528595,529942,532440,535711,540840,547392,556634
44100,"Springfield, IL (Metropolitan Statistical Area)",202427,203281,203901,204526,204988,205887,206771,207874,208900,210507,211634,211995,211578,211537,210950,210015
44140,"Springfield, MA (Metropolitan Statistical Area)",609075,612241,615294,615860,616530,617576,618276,619668,620687,623470,626107,626996,628057,630076,630127,630283
44180,"Springfield, MO (Metropolitan Statistical Area)",375215,380529,387040,394660,402883,413765,423127,429289,434220,437411,440371,444693,448775,452263,456328,458930
44220,"Springfield, OH (Metropolitan Statistical Area)",143803,143229,141758,141380,141367,140668,139829,139404,138778,138245,137754,137172,136689,136412,135815,134786
44300,"State College, PA (Metropolitan Statistical Area)",137620,140821,142926,144238,145543,148734,149498,151645,153052,154304,154995,155936,158331,159666,160491,161464
44420,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)*",109602,110436,111549,112751,114085,116262,117708,118420,118593,118351,118893,118668,119432,119842,120463,121247
44700,"Stockton-Lodi, CA (Metropolitan Statistical Area)",591207,609041,626778,642898,656985,662812,668080,671692,677736,687380,694943,700611,703265,713218,723496,733709
44940,"Sumter, SC (Metropolitan Statistical Area)",104629,105380,105112,106099,106082,105953,106014,106463,107004,107575,107292,107943,107870,107821,107382,107396
45060,"Syracuse, NY (Metropolitan Statistical Area)",650697,652241,655091,656149,655021,655321,656209,658913,660857,663082,662882,661753,663196,661792,660008,656510
45220,"Tallahassee, FL (Metropolitan Statistical Area)",324386,327940,334289,339179,344257,350580,357357,361238,364690,369355,371156,375391,373268,375595,377806,379627
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",2444015,2487445,2529652,2587771,2651580,2699935,2726780,2746981,2763937,2788839,2828665,2847624,2871972,2915715,2971086,3032171
45460,"Terre Haute, IN (Metropolitan Statistical Area)",170497,170055,170438,170001,170634,171730,171987,171967,172190,172298,172515,172510,171990,171283,170754,170687
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",142882,143149,143582,143996,144534,146051,146273,147495,148743,149356,149605,149705,149636,149539,149847,150098
45540,"The Villages, FL (Metropolitan Statistical Area)",55793,59539,61934,64456,69261,76202,82101,86433,90643,94280,98584,102790,108263,114012,118882,123996
45780,"Toledo, OH (Metropolitan Statistical Area)",619037,618721,619006,618181,616819,614581,613567,611964,610734,610124,609337,608196,607728,606698,605579,605221
45820,"Topeka, KS (Metropolitan Statistical Area)",225090,225355,226153,227155,228208,228825,230025,231272,232548,234280,234711,234495,233943,233791,233572,233068
45940,"Trenton, NJ (Metropolitan Statistical Area)",353816,355935,358724,361248,362015,362840,363088,364119,365388,367997,368044,370087,371506,371688,371199,371023
46060,"Tucson, AZ (Metropolitan Statistical Area)",859280,874267,885893,901342,920298,940930,955869,967778,975580,981927,987816,992490,996634,1003157,1008205,1016206
46140,"Tulsa, OK (Metropolitan Statistical Area)",867602,874844,877577,878004,882861,894011,906441,916525,929824,939982,945936,952978,962553,969821,980459,987201
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",205692,206365,207368,209105,212545,217938,220757,224304,228631,230453,231439,233333,235344,238084,240223,241378
46340,"Tyler, TX (Metropolitan Statistical Area)",177836,181107,184254,187300,191362,196124,199953,203263,207111,210465,212691,214774,216515,219669,222478,225290
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",882755,890473,894311,907997,918181,926954,925335,933680,943177,956325,966279,975909,984730,988586,993166,992605
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",298521,298049,298323,298986,298574,298258,298831,298886,299000,299262,298907,298588,297922,296815,294949,293803
46660,"Valdosta, GA (Metropolitan Statistical Area)",119736,121305,121850,124387,126411,129323,131036,134907,137780,140081,142173,144352,143192,143785,143746,144676
46700,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",404209,408226,408409,409301,408181,408402,408243,408972,410290,414034,416486,419881,423972,429601,434321,440207
47020,"Victoria, TX (Metropolitan Statistical Area)",91511,91624,91809,91789,91523,91649,92403,92926,93792,94084,94671,96405,97521,98584,99763,99984
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",146451,147294,148437,149837,152022,153371,154489,155738,156531,156598,157000,157071,156264,156346,155241,153797
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)*",1593489,1608368,1616332,1642657,1649013,1665757,1663563,1662528,1668443,1679971,1686878,1698219,1706348,1717186,1723468,1726907
47300,"Visalia-Porterville, CA (Metropolitan Statistical Area)",373171,379568,388743,398226,407970,414921,422140,429283,436987,443083,447384,450701,453354,456115,458238,460437
47380,"Waco, TX (Metropolitan Statistical Area)",233379,234661,236830,239419,240784,242397,244453,246735,249441,253819,255615,256939,258633,260155,262361,265207
47460,"Walla Walla, WA (Metropolitan Statistical Area)",59106,59661,60111,60679,60543,60600,60737,61218,62080,63029,63511,63396,63512,63626,64087,64278
47580,"Warner Robins, GA (Metropolitan Statistical Area)",147377,150927,154342,159187,161847,165671,170285,173782,176793,180420,183565,185536,186432,187530,187990,190028
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)*",4970350,5055829,5124633,5199870,5273577,5318889,5372905,5445083,5547895,5666655,5777111,5870500,5957037,6020777,6078469,6131977
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",163590,162634,162388,162793,163260,163976,164310,165724,167225,167919,168302,168678,169692,170210,170691,170015
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",111422,111112,110246,109924,113486,113650,115059,115033,115023,116571,118161,120730,119112,118724,117260,114006
48140,"Wausau, WI (Metropolitan Statistical Area)",126459,126880,127311,127855,128958,130516,131773,133036,133793,134066,134509,134621,135242,135589,135782,135603
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",130701,129750,129141,128241,127464,126321,125236,124959,124734,124279,123327,122479,121938,121312,120519,119271
48300,"Wenatchee, WA (Metropolitan Statistical Area)",99361,99786,100654,101968,103369,105094,106717,108029,109614,111301,112100,112962,113418,114258,116007,117665
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",151728,151442,150666,150186,149438,149208,148727,148073,147910,147856,147064,146331,145736,144799,144058,142982
48620,"Wichita, KS (Metropolitan Statistical Area)",584043,588719,590712,593004,596270,601501,608816,617142,627215,631911,633220,636054,638198,640588,643016,644672
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",150770,150995,150694,152033,151152,151596,150641,150287,150768,151648,150369,151102,151710,152222,150557,150734
48700,"Williamsport, PA (Metropolitan Statistical Area)",118930,118344,118108,117911,117530,116983,116524,116147,116081,116196,116677,117319,116720,116450,115829,115248
48900,"Wilmington, NC (Metropolitan Statistical Area)",205996,210563,214877,222498,230897,238272,243520,248260,251814,255657,259265,263073,268179,272567,277548,282573
49020,"Winchester, VA-WV (Metropolitan Statistical Area)*",106252,108945,111464,114383,117847,121229,123863,125728,127333,128703,130030,131010,132164,133350,133866,135238
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",578186,584321,588964,594765,602805,613494,623068,632186,637688,641413,644720,647510,650902,654604,657846,662079
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",871081,879568,887129,892171,896901,902123,905524,908735,913363,918873,922177,924204,927898,931218,934233,935781
49420,"Yakima, WA (Metropolitan Statistical Area)",222757,223402,225161,227280,228570,230617,232733,235272,239604,244324,246223,246568,246911,247175,248115,249636
49620,"York-Hanover, PA (Metropolitan Statistical Area)",385773,389692,395093,401403,409066,418043,424919,429399,433022,435540,436845,437641,439117,440590,441929,443744
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",599116,594958,592016,588478,584222,580420,575543,570952,568156,564881,562450,558954,556106,553407,549390,544746
49700,"Yuba City, CA (Metropolitan Statistical Area)",141387,144262,147404,150226,155049,160384,163720,165628,165973,167152,167162,167263,168034,169012,170277,171926
49740,"Yuma, AZ (Metropolitan Statistical Area)*",162873,165398,168003,172824,178816,183848,187357,191202,193714,197071,202539,202160,201851,203111,203706,205631
Legend / Footnotes:,,,,,,,,,,,,,,,,,
1/ Census Bureau midyear population estimates. Estimates for 2010-2016 reflect county population estimates available as of March 2017.,,,,,,,,,,,,,,,,,
"* Cibola, NM was separated from Valencia in June 1981, but in these estimates, Valencia includes Cibola through the end of 1981.",,,,,,,,,,,,,,,,,
"* La Paz County, AZ was separated from Yuma County on January 1, 1983. The Yuma, AZ MSA contains the area that became La Paz County, AZ through 1982 and excludes it beginning with 1983.",,,,,,,,,,,,,,,,,
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002.",,,,,,,,,,,,,,,,,
"* Estimates for 1979 forward reflect Alaska Census Areas as defined by the Census Bureau; those for prior years reflect Alaska Census Divisions as defined in the 1970 Decennial Census. Estimates from 1988 forward separate Aleutian Islands Census Area into Aleutians East Borough and Aleutians West Census Area. Estimates for 1991 forward separate Denali Borough from Yukon-Koyukuk Census Area and Lake and Peninsula Borough from Dillingham Census Area. Estimates from 1993 forward separate Skagway-Yakutat-Angoon Census Area into Skagway-Hoonah-Angoon Census Area and Yakutat Borough. Estimates from 2008 forward separate Skagway-Hoonah-Angoon Census Area into Skagway Municipality and Hoonah-Angoon Census Area. Estimates from 2009 forward separate Wrangell-Petersburg Census Area into Petersburg Census Area and Wrangell City and Borough. In addition, a part of the Prince of Wales-Outer Ketchikan Census Area was annexed by Ketchikan Gateway Borough and part (Meyers Chuck Area) was included in the new Wrangell City and Borough. The remainder of the Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area. Petersburg Borough was created from part of former Petersburg Census Area and part of Hoonah-Angoon Census Area for 2013 forward. Prince of Wales-Hyder Census Area added part of the former Petersburg Census Area beginning in 2013. For years 2009-2012, Petersburg Borough reflects the geographic boundaries of the former Petersburg Census Area. Wade Hampton Census Area was renamed Kusilvak Census Area on July 1, 2015.",,,,,,,,,,,,,,,,,
"* Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available. Bedford County, VA includes the independent city of Bedford for all years.",,,,,,,,,,,,,,,,,
Note-- All dollar estimates are in current dollars (not adjusted for inflation).,,,,,,,,,,,,,,,,,
"Last updated: November 16, 2017-- new estimates for 2016; revised estimates for 2010-2015.",,,,,,,,,,,,,,,,,
